iter	RMSE
0	20449622.96
1	19257762.91
2	18231040.91
3	17346758.98
4	16588711.64
5	15943238.77
6	15401089.52
7	14944619.55
8	14552822.62
9	14227511.45
10	13959496.76
11	13736820.05
